"age_of_driver","safty_rating","annual_income","past_num_of_claims","liab_prct","claim_est_payout","age_of_vehicle","vehicle_price","vehicle_weight","fraud"
47,76,38497,1,27,7335.736003,3,28475.89185,29496.44321,0
45,81,38063,0,97,5131.726111,7,12752.01935,18031.58128,0
37,85,36128,1,100,6854.505767,5,13693.0751,37435.5881,0
57,98,40428,0,80,8588.445512,4,16807.40872,49828.91553,0
57,93,40442,0,96,5924.246403,4,8812.549963,19903.00682,0
37,90,36105,0,86,4353.21984,4,10739.91313,28277.45464,0
34,77,35268,0,63,2158.622815,5,25093.51786,31408.66863,0
32,89,34657,2,58,6004.675035,7,17622.43171,30542.30093,0
54,84,39881,1,52,6473.629791,3,9031.398933,25081.39441,0
69,75,42344,0,96,6432.068983,4,20863.93797,8337.645481,0
57,74,40431,0,50,3842.741058,7,39600.11835,11708.29271,0
51,83,39321,0,89,7078.073053,2,19125.55617,35576.73371,0
25,66,32188,0,1,2341.041103,4,19517.63369,22455.61332,0
42,77,37367,0,50,2414.861961,7,17253.38469,34464.47266,0
48,73,38703,0,96,3415.213287,9,25815.75087,19302.10176,1
45,81,38080,0,33,7518.361383,6,15861.29043,15713.77717,0
25,86,32185,0,15,3384.484225,7,16443.51341,12353.80858,0
46,70,38288,0,0,3524.726624,7,4746.567692,25554.54262,0
45,74,38079,0,56,4588.712452,5,14267.64896,38231.70123,0
58,84,40610,2,72,5129.040078,5,5161.193658,8825.050361,0
27,78,32961,1,84,3924.462082,3,31642.2257,46594.65524,1
43,75,37624,0,78,5270.473041,8,26798.55147,17412.01665,0
45,69,38067,0,38,7417.701413,4,65141.43661,22412.93586,0
46,36,38289,0,30,8901.516794,5,18780.68029,23135.07557,0
59,87,40758,0,12,5246.869493,5,17056.84946,24448.5661,0
49,84,38921,3,55,3714.12386,4,20227.968,15019.51565,0
36,85,35835,2,80,6212.196799,4,53108.91664,27517.527,0
47,86,38510,0,38,3716.589468,3,21506.10455,16288.50854,0
25,83,32206,0,58,5595.9798,6,26962.40817,19346.2093,0
56,84,40234,0,3,5461.169141,6,30505.43482,46882.60485,0
44,68,37853,0,34,2365.764946,4,9752.250558,24342.27047,0
28,67,33321,2,31,3015.992679,6,11752.96986,13396.77122,0
48,18,38709,0,87,6983.486053,9,8917.564457,16118.50113,0
52,69,39516,1,50,2072.18442,3,12937.46972,6982.397214,0
50,62,39119,1,99,7034.089951,7,33038.27508,28250.35343,0
48,70,38729,0,1,4227.18809,2,22015.07405,20763.43482,0
62,56,41275,0,79,2638.819999,3,15725.456,17285.96192,0
51,95,39316,0,44,2374.513329,6,32884.47874,17296.28947,0
49,69,38914,0,76,5461.904571,3,28336.94473,50117.35229,1
46,91,38297,0,91,5040.829519,6,10248.89914,16997.82236,0
40,83,36888,0,65,4960.458759,4,6461.085257,14566.4089,0
60,67,40929,0,72,6160.001808,7,28362.99958,20489.15264,0
38,89,36368,0,7,3958.919331,5,9406.863563,27468.66946,0
48,60,38709,0,10,3485.119681,4,9542.876374,12879.79092,0
63,64,41428,0,10,7416.623653,7,34628.62362,8906.736201,0
45,60,38067,0,93,5739.497188,3,29468.56078,10038.6138,0
36,65,35837,1,20,4682.644138,5,22173.02633,19466.22663,1
53,69,39715,0,86,4713.078884,9,30869.94675,27828.77508,0
34,69,35251,0,19,8123.257157,5,25649.05954,36820.85335,0
37,92,36122,0,99,4542.996663,9,21442.54162,24216.01167,0
21,64,30441,0,29,5647.610382,5,33428.91721,16677.70266,0
46,55,38291,0,17,10913.89874,5,22691.13941,22444.27016,0
28,84,33317,0,47,5239.723912,2,13442.45238,28142.11481,0
45,82,38057,0,81,5231.821421,3,13060.21785,20147.56424,0
42,90,37367,0,100,3224.352713,4,51056.84433,25186.47211,0
46,68,38287,1,32,8920.596085,4,10019.20734,13721.31021,1
25,66,32194,2,94,5127.926504,4,39692.73819,20774.97423,0
50,71,39114,0,62,2916.278631,9,13482.88684,16162.48519,0
65,69,41754,4,60,13421.17502,5,34654.91904,13875.48169,0
41,68,37126,2,90,8439.492386,6,16760.64094,15424.47649,1
43,86,37629,0,70,2439.259319,6,12393.5694,10462.26518,1
46,73,38284,0,21,6287.952293,3,59008.44183,9218.505954,0
47,85,38497,0,95,4144.241004,5,12918.331,12036.92212,0
61,59,41111,2,51,6602.714093,8,8783.871372,23858.92511,0
53,81,39698,1,16,5610.974014,8,23427.82398,22769.3976,0
39,87,36627,0,0,3826.795792,3,9546.14338,21273.63067,0
41,92,37149,0,17,6303.658812,5,17994.66698,44269.86921,0
53,69,39707,0,100,1910.377499,5,16177.73883,13888.22061,0
42,38,37365,0,1,4021.963567,4,13766.03457,25404.2342,0
52,69,39509,0,9,6608.446192,5,15262.27014,8933.986566,0
43,69,37612,0,62,5762.284289,2,17433.6341,23842.65634,0
23,60,31356,0,61,3993.356856,9,27044.30898,27056.09401,0
44,70,37851,0,81,7733.714257,7,24710.82936,17704.58951,0
46,74,38280,2,86,4193.98012,3,12931.1874,9676.659272,1
53,79,39705,0,1,4249.368485,9,33570.43596,34673.14565,0
35,75,35546,3,99,4749.88279,4,24356.83294,14559.55708,0
33,68,34961,0,97,2896.15924,5,28506.10351,9595.160822,0
32,88,34672,0,9,2328.525163,5,5922.942831,25086.55187,1
33,91,34971,0,98,5222.201763,3,11703.70086,39326.72402,0
37,96,36125,1,77,12230.057,4,20433.78811,12574.98089,0
51,67,39315,0,84,4425.060503,5,25150.73013,24696.7879,1
44,85,37858,0,50,5598.947555,4,9840.113556,17151.43615,0
38,92,36367,2,7,3832.431334,4,14436.94489,51591.51874,0
53,35,39695,0,59,3091.409304,4,40383.61119,31614.19033,1
46,69,38281,0,2,2532.811323,4,30586.0585,19200.10619,0
51,68,39324,0,2,10232.29502,3,20602.83896,23016.30749,0
32,82,34661,0,97,3166.534312,5,32995.26993,8716.602237,0
56,78,40258,0,50,6986.148969,5,25969.9309,24426.85172,0
66,78,41894,0,12,8279.617578,8,20326.14629,45162.82163,0
49,53,38926,0,19,8937.068128,4,6362.041637,5889.051853,0
42,59,37377,2,3,1783.459796,3,32833.83221,28347.90437,1
48,70,38718,1,97,2098.736255,5,27657.75145,13457.2819,0
47,61,38507,1,10,4278.656117,5,44634.01087,12048.6091,0
31,90,34339,0,3,4379.42939,5,15486.97035,15492.37496,0
39,86,36643,0,1,4276.489073,3,41847.86584,19077.50155,0
45,43,38071,1,90,8527.770273,1,29804.30538,21995.94767,0
25,82,32198,0,4,1979.631504,3,35249.35903,35601.31485,0
25,90,32190,0,49,7226.918537,6,37620.0771,18306.75393,1
37,89,36103,0,56,3450.277736,7,25042.615,18673.26315,0
58,85,40610,1,50,2476.742015,2,14219.29119,38644.80074,0
51,79,39317,2,93,6642.875299,7,15158.86461,18117.12493,1
55,85,40080,0,5,6612.812345,3,19370.90008,8130.856461,0
37,75,36106,0,100,6807.016504,5,42929.50884,54407.83508,0
23,42,31337,0,0,3037.617474,4,13706.53911,42602.40696,1
34,63,35254,0,50,2146.321481,3,24116.48061,4892.460398,0
44,85,37830,0,31,7203.679717,4,6677.657006,20601.5873,0
49,94,38926,1,100,5646.699258,3,23248.1754,37595.82772,0
51,80,39322,3,3,5365.837953,5,18654.83832,45156.24263,0
64,76,41580,0,97,5380.620287,4,70284.80486,26919.96654,0
41,88,37128,0,0,6560.088185,2,33096.28615,24062.0228,0
38,91,36372,0,6,4249.872386,6,20815.8974,17338.95064,0
42,54,37394,0,44,4667.470865,4,22651.88416,25862.19764,0
61,73,41108,1,36,4307.752021,3,16119.9647,16380.90473,0
34,82,35258,0,3,5214.294195,3,12498.72323,22065.7149,0
29,74,33664,0,56,3934.97459,6,26841.078,20702.44451,0
21,84,30455,3,38,6662.82492,8,46105.94233,10743.71039,0
50,86,39130,3,2,5844.92268,5,33738.62086,23417.02223,1
49,83,38929,0,0,5519.852075,3,14834.20806,25769.1557,0
23,63,31354,0,58,5984.674751,5,4510.922949,10973.60158,0
30,36,34022,0,100,4009.297108,5,31279.31152,10571.33272,0
37,62,36127,0,84,3407.284548,5,22559.64854,53316.01028,0
34,80,35255,1,64,9273.305753,5,15009.62973,24591.99831,0
28,71,33321,0,76,3255.438413,5,34491.21673,29372.39095,1
51,83,39309,0,15,4871.990743,3,28812.96405,22140.83008,0
36,71,35815,3,46,2668.647083,4,9549.857702,27711.58714,1
43,39,37603,1,30,3988.96433,6,11613.10574,35795.58357,0
40,93,36905,1,34,2013.932135,4,14136.19436,14713.71095,0
32,79,34649,0,41,5826.084335,2,27971.02839,34689.36864,0
35,73,35557,0,30,5905.731603,6,12890.81363,26153.49456,0
41,56,37148,1,81,5661.882771,3,15831.93632,40662.44373,0
48,52,38713,1,95,8641.737713,2,28685.85507,11359.27409,0
29,89,33680,0,94,3959.448961,8,36753.19516,43720.70371,0
73,80,42910,0,95,7061.656209,5,11073.01251,21438.82727,0
41,79,37120,0,21,4707.707992,3,14174.15334,23910.3976,0
55,83,40067,1,50,5085.804597,3,13021.63301,22001.29689,0
49,79,38907,0,0,4308.134151,1,24807.23043,10013.01988,0
45,96,38071,0,5,3558.471961,6,41380.77565,14727.10865,0
40,60,36897,3,76,5860.278595,4,30506.81292,13830.3188,0
54,84,39890,0,62,6487.082719,3,18695.43402,36593.83518,0
34,67,35260,0,98,3941.373704,7,30411.24431,51283.50557,1
51,67,39304,0,92,6801.487484,3,13865.24949,24327.46622,0
58,87,40592,0,74,11942.08426,3,31305.68221,10079.84487,0
28,86,33318,0,37,2392.518327,4,33148.05945,16855.77782,0
51,70,39312,1,22,3394.114445,3,21278.62182,13518.65591,0
36,88,35850,0,5,1709.718868,9,41729.61973,7826.865199,0
41,34,37144,0,99,2849.176708,5,17160.58237,14914.71798,0
25,83,32198,0,14,3017.602606,9,60478.52532,11669.58297,0
42,79,37387,2,100,4862.557605,2,15551.96401,8637.461538,0
55,85,40070,0,23,3511.564965,6,18087.43471,23978.06436,0
56,43,40244,0,71,10849.18702,7,40349.24585,25705.8001,1
41,61,37133,1,1,3422.925352,2,40415.75097,13136.07951,0
47,83,38503,0,83,2964.978361,10,18295.53018,17797.20592,0
35,90,35544,0,99,4649.776078,5,18790.96003,36168.03759,0
48,47,38716,0,28,11481.7443,2,25987.77746,19122.73137,1
38,37,36368,0,2,2904.880421,2,36879.2474,10724.73704,0
30,87,33994,2,7,6936.746428,5,36319.74626,18889.59499,1
46,63,38276,2,57,1772.317588,8,24799.23647,15124.0317,1
53,84,39701,1,0,6857.779123,2,25122.56922,23601.81486,0
41,66,37140,0,65,3575.759997,4,5486.678616,21167.76719,0
57,72,40428,0,27,3929.171819,8,25401.39894,21445.86765,1
46,45,38297,0,32,5704.029126,4,17179.45052,15099.27341,0
34,80,35266,0,97,9006.2155,4,11578.02799,36380.31388,0
47,52,38505,0,99,1472.555637,10,40893.53244,34535.32529,0
52,85,39513,0,56,3304.342879,2,25672.16759,40247.49412,0
31,86,34341,0,95,2934.043287,6,21286.40722,11531.45998,0
36,23,35818,0,37,2297.799711,7,26041.77323,7951.969285,0
46,84,38299,3,32,4520.888795,6,45507.06361,40058.70644,0
54,75,39890,0,5,5015.030192,5,11262.22416,56106.14351,0
33,80,34958,0,50,9532.693555,4,16613.0099,18406.93825,0
41,39,37127,0,72,3825.93408,4,13184.88937,4395.981422,0
57,55,40425,0,8,2492.266727,3,11667.52557,28554.05136,0
58,86,40605,0,97,9051.760165,2,37556.92596,8742.641682,0
48,56,38727,0,96,9107.505281,4,26901.06263,8489.050863,1
40,49,36894,3,0,4774.994073,3,9473.73602,27924.60689,0
47,28,38494,2,33,4543.856129,6,18475.98073,12800.48454,0
48,72,38715,0,50,6525.749899,1,53086.01231,22863.1499,0
50,76,39117,0,100,3374.470137,10,14335.50647,14300.07288,0
33,74,34954,1,62,8190.714057,6,10606.57039,20560.76537,1
31,57,34350,0,50,6466.291693,3,16703.492,25369.44787,0
40,81,36887,0,10,1685.992683,3,17930.16822,17453.12742,1
50,58,39105,0,100,6703.648567,4,8904.434863,21464.24721,0
34,93,35249,0,47,9419.218825,4,13571.56168,17180.00333,0
45,75,38070,0,6,3028.326924,2,48813.13433,49299.38541,0
53,65,39716,1,11,5778.749302,4,12489.739,7241.102531,1
26,70,32596,0,35,1773.23018,5,56122.80879,16287.06222,0
34,91,35251,0,0,2774.960196,5,20200.75889,29371.73244,0
44,47,37867,0,9,4730.570866,5,17518.19217,21666.02509,0
50,69,39114,0,3,4976.008521,7,9212.296866,20170.53054,0
40,94,36887,1,6,2388.074344,5,37115.51493,13638.93201,0
56,72,40236,1,42,6284.806913,6,18083.65129,22922.86579,0
61,96,41096,0,66,4919.744163,7,12293.88749,13537.37297,0
51,45,39306,0,77,4672.309386,6,19282.25304,60928.14479,0
61,49,41114,0,1,5596.053727,4,29592.05514,27455.73246,0
31,69,34345,0,45,3641.82092,4,22119.0484,51298.50893,0
35,54,35553,0,67,5850.033192,5,17488.41973,33013.90534,0
77,90,43440,0,21,2153.550771,6,30762.79502,19865.7381,0
33,89,34956,0,63,6241.381742,3,14096.81956,17476.00572,0
55,70,40070,0,85,3406.412019,2,12566.01602,21883.3989,0
42,96,37384,0,51,5900.918915,5,47503.12246,10319.10448,0
43,81,37631,3,62,6042.868877,2,50977.18475,36424.4236,0
32,73,34649,0,16,6583.222868,9,22807.20996,31290.26364,1
52,78,39513,0,36,3346.199546,6,15164.61119,56608.90743,0
33,91,34976,0,98,5540.212959,3,41711.84029,12521.74904,0
55,81,40078,0,97,4630.253039,4,66887.25275,13691.59339,0
53,73,39696,0,98,4483.51115,1,16963.60041,19033.0047,0
46,74,38279,1,86,9307.55174,4,57262.07901,11550.84527,0
26,76,32597,0,100,5378.756626,9,9292.995445,24633.94841,0
66,77,41902,0,18,2644.875607,5,25317.90486,9887.674548,0
55,73,40083,0,96,3173.914475,3,5450.781328,14764.7834,0
46,88,38285,0,9,5015.14969,3,20957.57867,6722.731474,0
26,77,32567,2,91,3315.492812,8,22139.3567,20713.45008,0
50,57,39137,0,8,7125.051471,8,14946.06653,13980.71391,0
45,81,38054,0,15,5157.27179,5,20598.43739,12993.036,0
65,62,41738,0,39,2398.138593,2,7427.058182,18773.57463,0
49,81,38927,2,50,4863.453665,1,9436.263626,14720.60632,0
61,46,41110,0,91,5912.503936,0,21644.20507,30290.41243,0
55,54,40077,1,39,10005.49334,6,27612.3333,26801.58227,0
42,91,37391,0,50,5050.671579,5,15923.54801,26718.36361,0
35,68,35557,0,93,4489.929543,7,27844.66252,28184.37523,1
32,90,34665,1,82,2021.464825,4,13696.86122,30561.99879,0
60,84,40934,0,97,6421.464061,2,9335.206216,33117.88351,0
48,94,38715,0,65,4480.48884,7,26283.69866,23887.46441,0
39,54,36653,0,47,1847.430274,2,29948.5034,39186.77074,0
55,86,40066,2,0,4149.572249,6,23523.84037,41442.9798,0
76,93,43293,0,49,5755.266271,7,10994.98257,13518.56736,0
44,85,37844,3,95,2176.883929,7,18915.96727,27240.02809,0
54,82,39879,0,96,3396.88842,6,14705.16004,22318.90477,0
61,66,41102,0,50,6733.956326,8,40987.68485,13320.01428,0
42,82,37385,0,0,3777.980579,6,17439.38082,16291.49402,0
33,88,34971,0,64,3077.166339,5,22457.03108,17464.57954,1
34,53,35262,0,32,1592.429389,4,36008.86139,10892.65747,0
57,93,40432,0,53,1963.738538,5,33787.5004,19707.95631,1
54,83,39883,0,22,2591.948349,4,33275.7872,7488.120489,0
51,89,39326,0,50,2087.094728,3,20406.62258,27680.37344,0
35,74,35530,0,96,7015.326672,8,14034.53767,19197.04839,1
64,83,41600,0,86,7556.599601,4,8099.054494,17397.6233,0
40,66,36907,0,5,2780.695068,5,10947.78456,34015.01326,0
43,84,37627,2,77,2527.430382,3,29771.21573,15045.74721,0
48,66,38723,0,5,4098.558406,3,4269.840495,11807.14555,0
58,74,40611,0,72,5560.537746,3,23986.73585,15716.69416,0
34,48,35262,2,50,5166.619115,4,12074.5477,11740.48908,1
36,61,35825,2,29,7454.673683,4,9675.052979,17961.92255,0
49,92,38936,0,50,2796.004852,6,31831.74194,45332.37283,0
52,84,39512,1,54,5956.610547,11,30300.9258,39447.27529,0
46,83,38287,0,5,2678.61479,5,30171.73263,23585.24175,0
56,83,40256,0,74,5339.114663,5,17419.68188,31311.71911,1
29,84,33666,2,50,3459.293354,1,44980.38577,18679.67672,0
23,91,31342,0,58,3632.998738,5,27481.16806,37995.73531,0
40,89,36899,0,90,3564.582945,4,32990.46779,14178.50158,1
30,61,34010,0,59,5674.375481,5,13273.678,15591.41176,0
62,58,41261,1,94,6310.679539,3,9595.620225,23316.00745,0
44,89,37851,0,54,3390.827061,3,46209.36842,29650.71843,0
35,61,35547,0,98,3452.659988,4,19526.45371,25982.81127,0
25,76,32178,1,40,6180.987709,8,25562.63951,15637.36257,0
27,91,32938,0,50,2528.566434,2,5829.751396,25906.09015,0
33,92,34964,0,20,1471.264199,3,8239.262757,31347.61669,0
55,79,40064,0,73,5329.189622,7,16654.34592,6222.619925,0
52,98,39517,0,60,4180.201008,8,14062.45151,34971.82972,0
44,90,37830,1,71,1564.66934,9,23565.84691,8004.833601,0
54,85,39873,0,50,2587.57668,7,16593.65896,26664.99908,0
50,80,39131,1,0,8207.475638,6,11233.51476,6468.488024,0
49,72,38914,0,4,4193.116973,3,10805.88975,9221.050383,0
39,74,36646,0,10,4436.625238,3,11587.82109,17425.6536,0
24,65,31800,0,95,5653.114799,5,23348.34786,29746.60771,0
51,83,39311,0,100,10605.23767,2,14947.91147,39279.96321,0
44,80,37858,0,32,2700.38966,7,29985.90389,19164.63868,0
38,58,36378,0,57,3131.599236,6,32269.63568,20730.37337,0
74,65,43032,1,83,4527.483828,8,5044.675727,18416.79978,0
45,74,38069,0,49,5327.553706,6,9474.994082,25332.54783,0
50,82,39133,0,68,3312.413296,5,13862.29909,11406.07679,0
46,87,38285,1,6,8321.035895,8,22331.17431,28308.46105,1
21,92,30450,2,21,3199.60502,9,19441.30455,15020.75726,0
74,78,43042,0,59,4977.723815,4,39334.2765,13626.4716,0
42,31,37392,2,12,5625.301932,8,13157.33008,19166.27808,1
52,93,39507,0,14,8902.278348,3,18166.75967,14900.30153,0
33,92,34968,0,7,2913.783566,5,26070.94253,32168.7854,0
66,34,41896,0,40,4866.578199,6,18688.21436,24322.74799,0
60,58,40952,1,1,1904.140166,7,16772.3047,20033.70832,0
48,52,38725,0,100,3792.191664,6,5531.573191,24952.14007,0
49,86,38923,0,34,2999.1249,9,42468.90312,46471.28256,0
37,71,36106,0,50,3704.790047,1,21558.48278,15531.18624,0
64,67,41581,0,88,2256.687793,3,25282.54509,43362.47513,0
37,71,36122,0,37,4801.935209,8,12054.4121,8117.749275,0
53,80,39693,0,31,6906.958535,4,10993.84614,15982.39799,1
28,66,33327,2,26,4555.245789,5,10737.57794,20293.75269,0
50,80,39106,2,97,6218.119507,5,34903.51311,24118.04759,0
43,68,37623,0,19,5052.602524,2,29677.40926,26434.39098,0
29,74,33659,1,4,8092.033775,7,39503.33152,12112.12632,0
33,70,34971,0,82,3512.235838,1,25085.70055,31001.58769,0
48,42,38702,0,29,7269.720373,4,23994.81479,32485.19626,0
41,77,37127,0,44,4008.332832,3,15969.0248,32643.4131,0
31,60,34327,0,77,7151.592773,4,11573.22419,15660.21252,0
39,76,36636,0,13,9941.763008,8,17620.16305,5217.133613,0
44,94,37825,0,79,4722.037455,3,9410.639941,27728.11847,0
40,64,36898,0,0,5811.14924,3,36941.67565,17742.71576,0
42,80,37378,0,70,4812.391706,4,20643.13015,26522.69912,0
32,35,34655,4,50,6984.598542,4,22094.08407,26626.45525,0
51,75,39315,1,97,4613.103149,9,14726.47555,11967.1688,0
34,59,35280,0,99,1666.126708,4,50098.14284,30126.05433,0
58,49,40603,0,100,5351.299859,9,8373.186104,22765.04017,0
43,69,37623,0,56,3341.275487,4,22116.37646,22483.43291,0
33,84,34954,0,98,5769.924473,10,54826.58032,20057.88243,0
33,85,34962,0,74,2129.817363,14,19498.70503,33489.23204,0
38,61,36371,0,10,4719.797092,10,48292.79177,56120.39883,0
30,82,34004,2,41,11170.79315,6,16878.8555,34500.53979,0
29,85,33684,0,1,2551.497701,7,19655.15279,46791.19278,0
34,95,35258,1,73,5592.064109,5,21872.00597,14211.64506,0
43,81,37608,0,30,2728.4272,8,7887.562331,14530.82928,0
27,54,32961,1,38,3900.119659,4,27764.54831,19781.52859,0
48,86,38693,0,19,4357.748965,5,13007.15332,23017.90947,0
37,62,36103,0,100,4924.192361,6,5653.078276,21738.89779,0
54,64,39875,0,64,3357.579335,5,31826.39542,8418.26935,0
41,54,37120,0,94,5106.501098,2,23417.15516,12325.09367,0
48,64,38716,0,0,2969.433806,5,11643.88171,24238.39654,1
21,83,30467,0,95,7409.331983,4,9551.760704,45554.83557,1
59,82,40766,0,94,5877.133078,3,38827.02897,8271.80556,0
41,68,37146,0,46,4800.513645,6,42105.94252,17766.76321,1
40,80,36902,0,100,5516.332531,7,15074.66604,25399.33097,0
42,54,37367,0,36,7782.853798,6,9999.731953,27340.4557,0
35,80,35530,0,11,5980.329655,0,11144.57583,12502.5271,0
55,94,40082,0,3,2367.541568,7,42297.67835,38337.45408,0
34,62,35261,1,3,6723.312686,3,12730.54436,8207.691633,0
35,72,35553,1,100,8775.815992,3,17160.07001,16165.59947,1
45,63,38069,0,96,3123.883538,5,8163.215791,34077.99287,0
44,81,37844,1,35,7742.374234,4,14145.11276,16397.69161,0
39,75,36635,0,80,4179.899204,3,34633.1701,28751.9468,0
44,96,37839,1,98,3816.840505,4,8362.867102,27556.72712,1
41,65,37140,0,0,8162.02068,8,32068.69011,26478.9897,0
25,72,32189,0,77,4940.659354,7,24691.63498,9267.305936,0
47,85,38490,0,2,4683.65086,3,17661.07939,12893.77237,0
51,62,39312,0,84,2839.873054,9,14340.12377,15917.18127,0
30,95,34018,2,50,2187.047364,6,13005.34591,49578.79906,0
55,84,40075,0,34,3442.168324,6,10026.41397,8437.819762,0
39,50,36648,0,61,5483.960555,4,20636.21727,37044.88967,0
60,79,40928,0,90,2654.400543,6,13109.33173,8507.248287,0
31,59,34349,0,9,4689.045996,1,21774.69793,15971.94142,0
36,91,35829,0,36,2859.23815,6,40166.25879,24723.74926,0
58,69,40603,0,94,3791.834192,6,60034.61003,31463.70057,1
48,85,38726,0,77,7252.343706,7,12414.14465,27298.50219,1
38,79,36362,0,43,2185.506158,4,33730.68019,16598.3328,0
55,75,40068,0,86,2865.543997,2,14160.77194,13450.20688,0
56,95,40241,4,100,6999.896247,3,13025.69039,11804.42006,0
66,75,41905,0,41,8717.696196,4,32828.09484,29059.92869,0
47,65,38506,0,9,7382.542897,6,19093.49117,21162.8965,0
59,82,40760,3,82,2516.103113,4,19338.24019,15590.17165,0
25,32,32188,1,75,5474.579228,3,12358.412,21646.14963,0
58,87,40608,0,63,9176.25129,8,22521.97392,17093.76299,0
27,56,32965,0,73,4740.519918,8,37274.38397,17646.47461,0
42,74,37387,0,15,3768.916319,7,7776.130708,4533.16128,0
34,88,35239,0,97,3976.039565,4,22333.61947,11941.11724,0
32,54,34663,2,99,3091.959109,3,10787.8413,32135.3056,0
28,78,33312,0,75,3425.411925,7,17688.61911,19045.36556,0
70,63,42490,0,20,3039.029464,5,12991.455,10063.63382,0
41,87,37154,0,56,4475.381073,8,19413.11001,23212.83031,0
57,75,40443,3,93,3016.035726,5,12309.325,33357.18469,0
37,90,36101,0,8,5514.216835,7,19379.48366,13980.75508,0
25,91,32193,1,58,6506.278219,6,33850.42123,23537.82939,0
48,82,38700,0,21,3971.796958,12,14816.42028,21058.45043,0
41,88,37136,0,83,3439.716366,7,21158.68745,9522.883784,0
73,64,42899,0,0,1975.848415,6,38813.71092,36825.8996,0
52,73,39514,1,10,4642.688567,4,22473.60618,18930.62708,0
33,61,34948,0,94,4486.328416,6,26650.64144,22900.85369,0
28,81,33314,2,96,6371.957474,6,41771.69386,14735.93296,0
52,93,39516,0,15,5216.163447,5,23104.82003,11141.18492,0
72,72,42764,1,50,8605.061614,1,29360.83003,11111.68103,0
34,92,35255,3,75,4556.956612,6,22633.00288,8436.302205,0
27,82,32953,3,4,5559.703699,5,42854.98502,18093.37266,0
58,65,40624,0,4,6789.817941,4,14311.50253,15360.81682,0
29,89,33664,0,10,3596.416346,4,21571.38593,46018.34247,0
47,92,38513,0,0,3912.063246,7,27828.26466,14779.65763,0
30,43,34020,0,51,3415.395191,9,22295.02509,14460.62197,0
31,92,34335,1,96,2249.300859,5,48631.50351,37141.22387,0
53,70,39705,0,50,5114.390945,7,37997.63062,21642.46006,0
81,72,43943,0,0,2470.068551,6,19279.36038,19024.95952,0
47,91,38494,0,9,3830.717997,6,50037.22826,40884.10111,0
34,67,35263,0,71,6561.38708,1,31075.54776,16367.94233,0
25,84,32188,0,82,2101.885197,8,25960.14738,9383.445682,1
58,74,40621,0,10,4717.080297,8,13118.28602,26392.6841,0
42,55,37375,1,68,6331.047986,5,16563.22113,46942.46555,0
53,74,39719,2,95,4834.923224,4,16728.86185,30423.24206,0
25,86,32172,1,35,7904.39336,5,27857.26028,22598.73481,0
26,48,32589,1,97,3411.074453,4,48269.18573,22361.07761,0
27,97,32951,0,43,3867.16027,5,35906.85342,17647.23864,0
49,92,38930,2,37,6114.859169,6,11866.95795,26753.69746,0
46,87,38297,1,59,7605.338142,6,11051.85026,24669.45653,0
53,92,39699,4,6,4358.381823,7,42274.12531,14143.75937,0
46,80,38289,1,7,1640.354456,1,29748.89998,14244.48118,0
49,62,38930,0,6,8590.812981,7,12363.3004,6406.254314,0
24,75,31783,3,0,3151.850682,3,41898.5216,32873.29003,0
55,60,40073,0,96,3928.62865,4,10663.10681,18089.53933,0
88,77,44770,0,65,1698.290495,9,30259.87691,26526.60672,0
80,84,43817,1,17,10564.84897,7,27799.70049,19149.47501,0
35,91,35555,4,77,6449.066588,6,50321.04691,25990.84485,0
60,65,40943,1,97,1646.953937,6,57691.82033,8510.902542,0
50,15,39121,0,44,5887.875875,8,22068.02078,10942.06644,0
42,88,37374,0,66,2061.110924,2,18049.019,20459.55943,1
69,40,42346,0,100,5165.883652,3,49386.92656,8446.925997,0
41,67,37153,0,0,3742.755396,5,27013.93343,16692.20304,0
24,64,31784,0,60,5802.182468,10,25596.64896,17704.96787,1
25,88,32195,0,28,4638.742065,4,14112.48228,24187.58005,0
56,76,40267,0,3,4413.379556,6,17693.56848,9036.413529,0
41,72,37142,0,3,3084.713367,6,21409.1443,9352.13529,0
22,81,30896,1,9,4226.419719,10,31227.70933,14765.26634,0
69,93,42335,0,4,2978.509609,4,38697.55857,19691.78213,0
35,40,35558,0,27,1669.931672,10,12723.04555,30109.16422,0
44,60,37836,0,14,5535.244212,4,25768.79242,32708.98112,0
46,61,38302,1,52,7233.451888,4,21763.90744,25970.03254,0
40,81,36894,3,97,5383.75466,1,27614.14286,25426.55061,0
50,82,39120,0,97,3231.0827,8,29607.30094,29575.94956,0
39,77,36650,0,22,3212.694287,7,14972.45996,44496.26625,1
37,70,36105,0,99,7350.42614,3,27421.24444,25107.68417,0
28,65,33325,0,24,9454.478708,10,35741.99863,50149.45181,0
37,63,36121,2,0,3284.701772,4,46467.65402,41941.94488,0
49,79,38935,0,9,6305.759426,6,11431.88685,55130.72438,0
44,75,37851,0,0,8827.079496,1,6539.961653,17604.55191,0
49,82,38928,4,14,4678.72637,7,26954.52752,18571.3741,0
42,86,37389,0,85,2930.929487,7,30961.08845,17707.32834,1
49,67,38906,0,2,4905.118613,7,25718.62052,36861.072,0
28,71,33315,0,10,4536.524564,3,13358.93399,35209.58637,0
32,60,34662,0,10,4690.38659,3,21389.86547,12782.33796,0
52,63,39518,0,57,5185.357657,3,42111.07213,44038.04204,0
35,67,35529,0,82,4351.773572,6,12587.44665,39196.17415,0
